Game,global_sales,na_sales,eu_sales,jp_sales,other_sales,meta_critic_score,meta_user_score,release_date,Unnamed: 0,Watch_time,Stream_time,Peak_viewers,Peak_channels,Streamers,Average_viewers,Average_channels,Average_viewer_ratio
Open Season,190000.0,170000.0,0.0,0.0,20000.0,65.3,6.8,2006-09-19,10783,409260,14280,2358,4,70,0,0,85.41
Operation Darkness,70000.0,70000.0,0.0,0.0,10000.0,46.0,6.8,2008-06-24,22284,16440,5580,76,1,7,0,0,2.95
Operation Flashpoint: Dragon Rising,1910000.0,620000.0,940000.0,70000.0,280000.0,76.3,6.3,2009-10-06,12403,258840,57480,437,6,233,0,0,13.82
Operation Flashpoint: Red River,670000.0,170000.0,320000.0,80000.0,90000.0,67.7,5.8,2011-06-07,12826,232200,45840,2721,6,190,0,0,13.23
Otogi: Myth of Demons,130000.0,80000.0,20000.0,30000.0,0.0,80.0,8.6,2003-08-27,20095,33780,4680,444,1,12,0,0,7.22
Otomedius Excellent,180000.0,130000.0,0.0,40000.0,10000.0,48.0,7.9,2011-11-01,24938,1560,420,9,1,3,0,0,3.71
OutRun 2006: Coast 2 Coast,40000.0,30000.0,10000.0,0.0,0.0,82.0,8.2,2006-04-25,10801,407040,73140,2587,8,322,0,0,22.86
Outcast: Second Contact,60000.0,50000.0,0.0,0.0,10000.0,61.0,7.2,2017-11-14,4970,3565140,105000,5407,11,392,5,0,102.9
Outlaw Golf,370000.0,280000.0,80000.0,0.0,10000.0,70.5,7.4,2002-06-10,17298,70020,240,1174,1,3,0,0,291.75
Over the Hedge,1170000.0,960000.0,100000.0,0.0,100000.0,63.3,7.5,2006-05-05,8885,732720,25080,8954,8,112,0,0,102.15
Overlord,420000.0,340000.0,50000.0,10000.0,30000.0,78.5,8.2,2007-06-26,3677,6982980,706560,6457,21,2044,11,0,38.24
Overlord II,670000.0,260000.0,320000.0,0.0,80000.0,75.3,7.7,2009-06-23,2378,15700800,446220,22775,20,1183,27,0,201.15
Overlord: Raising Hell,120000.0,70000.0,40000.0,0.0,20000.0,72.0,7.8,2008-06-24,6780,1570440,255060,3292,11,610,0,0,30.25
Override: Mech City Brawl,20000.0,20000.0,0.0,0.0,0.0,64.0,6.5,2018-12-04,3357,8464980,155460,33358,33,1035,16,0,109.82
Overwatch,8180000.0,3840000.0,3120000.0,170000.0,1050000.0,90.7,6.3,2016-05-24,6,60273897480,2261860440,1415140,19226,2481225,114632,4299,107.2
Owlboy,100000.0,70000.0,10000.0,0.0,20000.0,87.5,7.0,2018-05-29,1006,70834380,1982040,203483,123,7119,132,1,172.06
PAIN,10000.0,0.0,10000.0,0.0,0.0,71.0,6.3,2009-06-24,17652,63540,6300,776,2,28,0,0,33.68
Pac 'n Roll,110000.0,90000.0,0.0,20000.0,10000.0,72.0,8.0,2005-08-23,17443,67200,8520,301,6,15,0,0,22.65
Pac-Man Collection,2940000.0,2070000.0,770000.0,50000.0,50000.0,79.0,7.4,2001-07-12,16405,87480,13200,39,2,12,0,0,6.63
Pac-Man Fever,790000.0,460000.0,260000.0,0.0,80000.0,50.5,6.0,2002-09-02,8144,940260,7620,7838,6,35,1,0,430.21
Pac-Man Party,620000.0,470000.0,80000.0,10000.0,50000.0,59.0,6.4,2010-11-16,13402,198480,2880,1682,2,18,0,0,96.41
Pac-Man World 2,1880000.0,1540000.0,120000.0,0.0,220000.0,73.5,8.0,2002-02-24,2392,15535080,449820,108750,34,652,26,0,138.94
Pac-Man World 3,540000.0,390000.0,100000.0,0.0,50000.0,58.5,7.0,2005-11-15,8266,899640,34620,4128,10,57,1,0,140.76999999999995
Pac-Man World Rally,60000.0,50000.0,10000.0,0.0,0.0,52.5,7.9,2006-08-22,16952,76380,20220,125,7,82,0,0,11.55
Pac-Man and the Ghostly Adventures 2,280000.0,150000.0,90000.0,0.0,40000.0,67.0,6.6,2014-10-14,8347,870240,960,1920,1,3,1,0,906.5
Painkiller,20000.0,0.0,20000.0,0.0,0.0,81.0,8.1,2004-04-12,4572,4323180,404760,12068,14,1454,7,0,43.06
Painkiller: Hell Wars,40000.0,30000.0,10000.0,0.0,0.0,68.0,7.6,2006-07-24,23655,6780,960,30,1,5,0,0,7.06
Pandora's Tower,310000.0,110000.0,100000.0,80000.0,30000.0,73.0,8.1,2013-04-16,7078,1400700,122280,5547,12,160,2,0,43.97000000000001
Panzer Dragoon Orta,260000.0,160000.0,50000.0,40000.0,10000.0,90.0,8.6,2003-01-12,7719,1089600,55560,6360,9,227,1,0,44.4
Paper Mario: Color Splash,870000.0,350000.0,370000.0,80000.0,60000.0,76.0,7.3,2016-10-07,1497,36065220,1479660,8508,137,2175,66,0,102.01
Paragon,90000.0,70000.0,0.0,0.0,20000.0,69.0,6.6,2016-06-07,158,1034854260,98836260,152994,1069,107803,1964,185,40.22
Past Cure,50000.0,40000.0,0.0,0.0,0.0,35.5,5.9,2018-02-23,3845,6346440,92340,10382,15,454,12,0,68.73
Patapon,820000.0,330000.0,250000.0,70000.0,170000.0,86.0,8.7,2008-02-26,2478,14620380,217500,33322,16,923,26,0,212.22
Patapon 2,110000.0,0.0,30000.0,60000.0,10000.0,81.0,8.6,2009-05-05,11406,341760,84600,842,9,228,0,0,15.94
Patapon 3,280000.0,50000.0,40000.0,170000.0,20000.0,74.0,7.4,2011-04-12,7349,1251660,103740,3345,9,334,1,0,49.34
Payday 2,640000.0,360000.0,170000.0,0.0,100000.0,71.0,4.9,2013-08-13,333,397960320,67939740,122476,619,196507,753,128,29.05
Penny-Punching Princess,30000.0,30000.0,0.0,0.0,0.0,63.0,6.1,2018-04-03,15047,126780,16560,291,5,56,0,0,15.71
Persona 2: Eternal Punishment,350000.0,30000.0,20000.0,280000.0,20000.0,83.0,4.1,2000-12-22,7556,1157940,149040,532,9,158,0,0,32.97
Persona 3: Dancing in Moonlight,50000.0,20000.0,0.0,20000.0,10000.0,77.0,6.4,2018-12-04,5512,2738940,470520,3443,53,2308,4,0,12.04
Persona 4 Arena,900000.0,400000.0,130000.0,270000.0,90000.0,84.5,5.1,2012-08-07,7117,1378560,97500,2545,9,318,1,0,57.01000000000001
Persona 4 Golden,1250000.0,370000.0,290000.0,390000.0,210000.0,93.0,8.5,2012-11-20,848,98249400,3009480,19600,44,2936,183,5,162.3
Persona 4: Dancing All Night,380000.0,120000.0,40000.0,160000.0,50000.0,76.0,5.3,2015-09-29,2903,10990320,544020,8184,27,1895,19,0,158.49
Persona 5,1880000.0,690000.0,360000.0,620000.0,220000.0,86.5,7.0,2017-04-04,211,729605460,32661360,87483,691,41311,1385,60,137.51
Persona 5: Dancing in Starlight,80000.0,30000.0,0.0,50000.0,10000.0,72.0,5.4,2018-12-04,4054,5621760,633780,5335,72,3178,9,0,18.39
Peter Jackson's King Kong: The Official Game of the Movie,3390000.0,1720000.0,1280000.0,0.0,390000.0,68.2,7.0,2005-11-21,6130,2057520,64200,3823,11,276,3,0,108.38
Phantasy Star Online,200000.0,0.0,0.0,200000.0,0.0,89.0,8.3,2001-01-29,8285,894060,114120,4212,12,311,0,0,31.770000000000003
Phantasy Star Online Episode III: C.A.R.D. Revolution,80000.0,60000.0,20000.0,0.0,0.0,71.0,8.4,2004-03-02,12960,223680,33960,1472,4,68,0,0,18.74
Phantasy Star Online Ver. 2,190000.0,0.0,0.0,190000.0,0.0,80.0,8.5,2001-09-24,13551,191280,52020,285,8,104,0,0,10.37
Phantasy Star Universe,120000.0,90000.0,10000.0,0.0,10000.0,64.0,7.3,2006-10-25,10872,398220,149760,171,10,282,0,0,8.149999999999999
Phantom Brave,140000.0,70000.0,50000.0,0.0,20000.0,81.0,7.9,2004-08-31,5853,2346000,174360,12070,15,361,3,0,57.73
Phantom Dust,110000.0,80000.0,20000.0,0.0,0.0,81.0,7.6,2005-03-15,7847,1040040,171300,870,27,516,1,0,14.36
Pharaonic,40000.0,30000.0,0.0,0.0,0.0,76.0,6.8,2017-09-29,5959,2224500,42180,18647,7,170,3,0,122.51
Phineas and Ferb: Across the 2nd Dimension,900000.0,500000.0,300000.0,0.0,100000.0,69.5,7.8,2011-08-02,23887,5160,1020,24,1,3,0,0,5.06
Phoenix Wright: Ace Attorney,930000.0,440000.0,50000.0,390000.0,50000.0,81.0,9.0,2005-10-12,1506,35567340,1421700,10081,30,2453,65,0,123.16
Phoenix Wright: Ace Attorney - Trials and Tribulations,620000.0,300000.0,30000.0,250000.0,30000.0,81.0,9.0,2007-10-23,2974,10542480,402120,12832,15,430,18,0,103.97
Phoenix Wright: Ace Attorney Trilogy,70000.0,0.0,0.0,70000.0,0.0,81.0,8.6,2014-12-09,1659,30157740,1305360,14195,54,2483,55,2,48.540000000000006
Picross 3D,500000.0,280000.0,30000.0,160000.0,30000.0,83.0,8.0,2010-05-03,15876,101280,6540,309,3,28,0,0,51.12
Piglet's Big Game,50000.0,40000.0,10000.0,0.0,0.0,70.0,8.0,2003-03-19,16880,77820,9840,265,11,36,0,0,26.33
Pillars of Eternity,20000.0,0.0,20000.0,0.0,0.0,89.0,8.3,2014-07-01,664,147822000,5639220,30974,73,11093,278,8,106.13
Pimp My Ride,220000.0,200000.0,10000.0,0.0,20000.0,32.0,3.8,2008-02-19,13917,173040,5820,707,3,38,0,0,94.7
Pinobee: Wings of Adventure,80000.0,60000.0,20000.0,0.0,0.0,61.0,8.0,2001-05-30,13383,200400,2280,2632,4,13,0,0,303.68
Pirates of Black Cove,10000.0,0.0,10000.0,0.0,0.0,56.0,5.8,2011-08-02,22992,11160,1560,38,1,7,0,0,7.15
Pirates of the Burning Sea,20000.0,0.0,20000.0,0.0,0.0,76.0,7.6,2008-01-21,16876,77880,41700,138,6,106,0,0,5.35
Pirates of the Caribbean: At World's End,2360000.0,1200000.0,780000.0,10000.0,370000.0,56.2,6.8,2007-05-22,22306,16260,4380,27,2,26,0,0,3.71
Pirates of the Caribbean: Dead Man's Chest,1010000.0,810000.0,140000.0,0.0,50000.0,61.7,7.6,2006-06-27,20285,32220,1680,300,3,12,0,0,32.58
Pirates of the Caribbean: The Legend of Jack Sparrow,250000.0,120000.0,90000.0,0.0,30000.0,51.0,7.5,2006-06-28,18518,50700,3300,359,1,13,0,0,15.36
Pitfall: The Lost Expedition,350000.0,210000.0,110000.0,0.0,30000.0,72.0,8.5,2004-02-18,12262,268800,36900,469,7,92,0,0,39.41
Planescape: Torment,30000.0,10000.0,20000.0,0.0,0.0,91.0,9.2,1999-11-30,3669,7020240,396480,13571,17,616,11,0,74.14
Planet Puzzle League,330000.0,140000.0,10000.0,160000.0,10000.0,86.0,7.8,2007-06-04,17448,67020,9540,73,2,14,0,0,7.03
Plants vs. Zombies,1590000.0,1320000.0,130000.0,0.0,140000.0,85.0,8.1,2011-01-18,1564,33281460,1802940,31336,33,8517,60,1,82.38
Plants vs. Zombies: Garden Warfare 2,910000.0,480000.0,360000.0,0.0,80000.0,81.0,7.7,2016-02-23,834,100409460,11455860,31229,248,68837,189,19,37.42
PlayStation All-Stars Battle Royale,1490000.0,710000.0,440000.0,50000.0,280000.0,74.5,7.4,2012-11-20,6751,1581720,59520,9496,10,240,2,0,98.0
PlayStation VR Worlds,2160000.0,360000.0,1400000.0,90000.0,320000.0,59.0,6.8,2016-10-13,2924,10887240,122940,22714,18,5933,18,0,286.03
Playboy: The Mansion,90000.0,70000.0,20000.0,0.0,0.0,61.0,4.8,2005-01-25,16423,87180,4320,409,2,28,0,0,39.39
PoPoLoCrois,60000.0,50000.0,0.0,0.0,0.0,66.0,7.5,2005-11-29,17052,74580,12660,141,3,17,0,0,11.89
Poi,70000.0,50000.0,10000.0,0.0,10000.0,65.0,6.1,2017-02-01,2495,14490900,149820,112807,18,632,26,0,239.32
PokéPark 2: Wonders Beyond,760000.0,260000.0,190000.0,270000.0,40000.0,60.0,7.5,2012-02-27,5170,3214320,57780,26841,10,140,4,0,209.87
Pokémon Art Academy,500000.0,180000.0,120000.0,170000.0,30000.0,76.0,7.7,2014-10-24,6909,1491300,21240,6359,5,71,2,0,188.38
Pokémon Channel,380000.0,240000.0,60000.0,70000.0,10000.0,55.0,6.3,2003-12-01,2768,12025020,997860,8793,39,2668,21,0,62.6
Pokémon Conquest,1020000.0,560000.0,50000.0,370000.0,50000.0,80.0,8.3,2012-06-18,5052,3403260,159600,11402,12,371,5,0,80.57000000000002
Pokémon Dash,770000.0,210000.0,140000.0,380000.0,40000.0,46.0,5.4,2005-03-14,15981,98160,5220,1020,2,22,0,0,46.55
Pokémon Rumble World,110000.0,0.0,20000.0,90000.0,0.0,58.0,6.1,2015-04-08,10808,405780,11520,707,1,8,0,0,35.22
Pool Party,50000.0,40000.0,0.0,0.0,0.0,32.0,1.6,2007-09-05,11722,313020,600,5152,2,7,0,0,870.75
Portal Knights,200000.0,60000.0,70000.0,40000.0,10000.0,74.0,7.0,2017-05-23,1085,62489280,7139100,74107,264,23402,116,12,55.22
Portal Runner,130000.0,60000.0,50000.0,0.0,20000.0,53.0,7.4,2001-09-10,20722,28920,2880,157,3,11,0,0,17.93
Post Mortem,20000.0,0.0,10000.0,0.0,0.0,71.0,7.4,2003-02-27,11030,378960,12420,3388,3,35,0,0,67.39
Power Rangers: Dino Thunder,1110000.0,660000.0,350000.0,0.0,100000.0,49.0,7.0,2004-09-14,12074,282660,10140,2084,7,33,0,0,88.59
Power Rangers: Ninja Storm,330000.0,240000.0,90000.0,0.0,10000.0,55.0,7.7,2003-09-05,23408,9120,780,131,1,3,0,0,11.69
Power Rangers: S.P.D.,440000.0,310000.0,120000.0,0.0,10000.0,43.0,8.5,2005-09-08,22785,12480,1500,63,2,6,0,0,8.32
Power Rangers: Wild Force,210000.0,150000.0,50000.0,0.0,0.0,55.0,6.9,2002-08-19,13961,171180,960,1447,1,6,0,0,178.31
Power Stone Collection,100000.0,80000.0,0.0,0.0,10000.0,74.0,7.3,2006-10-31,22784,12480,3120,109,1,12,0,0,4.0
Praetorians,40000.0,0.0,40000.0,0.0,0.0,78.0,7.8,2003-03-10,24043,4320,1140,33,1,7,0,0,3.79
Predator: Concrete Jungle,300000.0,170000.0,90000.0,0.0,30000.0,46.5,8.2,2005-04-26,9053,697560,3000,6490,2,12,1,0,232.52
Prehistorik Man,20000.0,10000.0,10000.0,0.0,0.0,69.0,8.0,2001-10-16,17127,73020,5340,280,3,23,0,0,26.14
Prey,360000.0,270000.0,70000.0,0.0,20000.0,80.5,7.8,2006-07-11,335,396567600,19492080,401702,908,49296,753,35,154.54
Primal,430000.0,210000.0,170000.0,0.0,60000.0,73.0,8.6,2003-03-25,12061,283860,58920,266,8,511,0,0,19.45
Prince of Persia,2080000.0,1010000.0,750000.0,50000.0,270000.0,83.0,7.2,2008-12-02,2933,10823820,812580,30730,29,2784,18,0,67.57000000000001
Prince of Persia: Revelations,210000.0,180000.0,10000.0,0.0,20000.0,65.0,8.0,2005-12-06,22425,15180,1260,38,1,3,0,0,12.05
Prince of Persia: The Fallen King,70000.0,60000.0,0.0,0.0,0.0,64.0,6.0,2008-12-02,21776,19740,900,37,1,2,0,0,21.93
Prince of Persia: The Forgotten Sands,2100000.0,820000.0,950000.0,20000.0,310000.0,70.5,7.3,2010-05-18,4251,5094660,233340,14921,13,695,8,0,82.79
Prince of Persia: The Sands of Time,3630000.0,1810000.0,1460000.0,0.0,360000.0,87.8,8.0,2003-11-06,1769,26980320,1107900,179067,46,3142,49,0,131.88
Prince of Persia: The Two Thrones,1410000.0,1010000.0,270000.0,0.0,120000.0,84.7,8.0,2005-12-01,2781,11947320,532560,41846,28,1119,20,0,112.26
Prince of Persia: Warrior Within,2640000.0,1170000.0,1200000.0,0.0,270000.0,83.0,8.0,2004-11-30,2275,16833180,969240,34890,29,2132,28,0,85.42
Princess Debut,100000.0,100000.0,0.0,0.0,10000.0,71.0,7.4,2008-09-30,19481,39720,780,215,1,6,0,0,50.92
Prinny: Can I Really Be the Hero?,110000.0,40000.0,10000.0,50000.0,10000.0,72.0,8.0,2009-02-17,4676,4080660,46680,90877,14,148,7,0,242.11
Prison Architect,50000.0,20000.0,20000.0,0.0,10000.0,80.0,6.9,2016-06-28,625,163142040,8425980,52683,120,30579,308,14,97.12
Prison Break: The Conspiracy,460000.0,120000.0,270000.0,0.0,70000.0,41.0,4.2,2010-03-30,9664,577080,22920,3701,5,90,0,0,75.06
Pro Evolution Soccer 2008,3640000.0,140000.0,2530000.0,550000.0,430000.0,76.7,6.8,2008-03-12,8267,899520,36540,7632,6,101,1,0,37.72
Pro Evolution Soccer 2010,5170000.0,610000.0,2060000.0,840000.0,1650000.0,76.8,7.0,2009-11-03,16507,85500,12300,701,4,36,0,0,14.95
Pro Evolution Soccer 2011,3610000.0,380000.0,1690000.0,880000.0,680000.0,72.7,6.8,2010-10-05,11633,321300,17040,3650,4,64,0,0,38.01
Pro Evolution Soccer 2012,3540000.0,630000.0,1510000.0,930000.0,470000.0,70.6,7.2,2011-09-27,11117,369840,51420,4830,5,77,0,0,59.63
Pro Evolution Soccer 2013,1880000.0,230000.0,770000.0,650000.0,220000.0,81.0,6.8,2012-09-25,7616,1134060,127920,4831,9,598,0,0,41.01
Pro Evolution Soccer 2014,110000.0,0.0,100000.0,0.0,10000.0,74.0,4.4,2013-09-20,16204,92460,11160,414,3,39,0,0,16.03
Pro Evolution Soccer 2015,1640000.0,280000.0,830000.0,350000.0,180000.0,78.2,6.8,2014-11-11,6234,1960740,135960,20312,8,520,2,0,38.96
Pro Evolution Soccer 2016,1000000.0,210000.0,520000.0,140000.0,110000.0,80.7,5.9,2015-09-15,1260,48634500,7360440,18187,77,21441,90,12,18.74
Pro Evolution Soccer 2017,1130000.0,170000.0,580000.0,260000.0,130000.0,74.3,6.4,2016-09-13,1176,55643460,7017480,56911,195,14733,102,11,31.640000000000004
Pro Evolution Soccer 2018,910000.0,200000.0,430000.0,190000.0,100000.0,76.8,6.8,2017-09-12,1054,65790060,5834400,45109,122,13395,125,10,28.17
Pro Evolution Soccer 2019,500000.0,60000.0,230000.0,150000.0,50000.0,79.0,6.4,2018-08-28,846,98311980,8981820,32794,202,17035,186,16,22.85
Pro Fishing Challenge,20000.0,20000.0,0.0,0.0,0.0,62.0,8.7,2004-08-31,17717,62280,7680,172,6,32,0,0,39.33
Professor Layton and the Azran Legacy,810000.0,0.0,530000.0,250000.0,30000.0,81.0,8.2,2014-02-28,6287,1915740,31680,2112,5,58,3,0,146.52
Project CARS,1820000.0,500000.0,1040000.0,40000.0,240000.0,82.3,6.5,2015-05-12,1677,29605980,7979160,15631,117,26495,54,13,12.29
Project CARS 2,750000.0,110000.0,530000.0,20000.0,90000.0,83.0,5.9,2017-09-22,915,85607040,9135720,60389,250,21387,161,16,29.43
Project Eden,90000.0,40000.0,30000.0,0.0,10000.0,71.0,7.9,2001-10-22,21848,19260,6840,28,2,13,0,0,6.04
Project Gotham Racing,2120000.0,1370000.0,610000.0,50000.0,90000.0,85.0,8.2,2001-11-14,24795,1860,540,7,1,3,0,0,3.44
Project Spark,170000.0,110000.0,50000.0,0.0,20000.0,73.0,6.9,2014-10-07,22525,14340,14640,11,2,70,0,0,0.98
Prototype 2,1680000.0,950000.0,550000.0,0.0,180000.0,76.3,6.8,2012-04-24,4889,3698100,685980,6949,18,3859,5,0,21.67
Prototype: Biohazard Bundle,280000.0,240000.0,0.0,0.0,40000.0,52.0,2.9,2016-10-11,19997,34500,6420,31,2,97,0,0,5.37
Pryzm Chapter One: The Dark Unicorn,120000.0,60000.0,50000.0,0.0,20000.0,59.0,3.6,2002-06-10,17065,74400,1500,322,1,4,0,0,49.6
Psi-Ops: The Mindgate Conspiracy,460000.0,270000.0,150000.0,0.0,50000.0,84.0,8.2,2004-06-14,7894,1019880,31860,10433,7,116,0,0,140.9
Psycho-Pass: Mandatory Happiness,190000.0,100000.0,30000.0,20000.0,30000.0,68.0,7.0,2016-09-13,10738,414840,80220,921,10,727,0,0,19.48
Psychonauts,210000.0,140000.0,70000.0,0.0,10000.0,87.0,8.8,2005-04-19,1479,36727260,2474580,203764,53,8654,67,2,76.30999999999997
Punch Line,40000.0,30000.0,0.0,0.0,10000.0,66.0,4.9,2018-10-09,5635,2592780,26940,1774,4,122,4,0,163.76
Puppeteer,270000.0,110000.0,90000.0,20000.0,40000.0,80.0,8.4,2013-09-10,7278,1290840,57240,1801,8,135,1,0,93.59
Pure,3360000.0,1800000.0,1170000.0,0.0,390000.0,84.0,7.6,2008-09-16,16219,91980,20460,181,3,105,0,0,9.83
Pure Farming 2018,70000.0,50000.0,10000.0,0.0,10000.0,70.5,6.6,2018-03-13,5177,3203400,406980,1665,47,907,5,0,18.36
Puss in Boots,440000.0,360000.0,40000.0,0.0,40000.0,68.0,7.3,2011-10-25,22266,16560,1260,56,1,2,0,0,13.14
Putty Squad,190000.0,70000.0,80000.0,0.0,40000.0,58.0,5.6,2013-11-29,16985,75780,4320,481,3,28,0,0,39.6
Puyo Pop,50000.0,40000.0,10000.0,0.0,0.0,84.0,7.2,2002-02-11,12717,238740,17040,825,4,61,0,0,27.49
Puyo Pop Fever,10000.0,10000.0,0.0,0.0,0.0,72.0,8.3,2004-07-20,12139,277440,10140,1523,2,39,0,0,27.36
Puyo Puyo Tetris,650000.0,270000.0,210000.0,120000.0,60000.0,82.0,7.7,2017-04-25,509,212402220,7824900,175521,140,13542,400,13,116.6
Puzzle Quest 2,120000.0,110000.0,0.0,0.0,10000.0,74.0,5.8,2010-06-22,15309,118320,18180,489,3,49,0,0,20.56
Puzzle Quest: Challenge of the Warlords,770000.0,610000.0,60000.0,30000.0,60000.0,78.8,7.3,2007-03-20,10572,435300,77340,368,8,224,0,0,22.65
Quake 4,390000.0,320000.0,40000.0,0.0,30000.0,78.0,7.2,2005-11-18,5340,2973720,303960,8850,12,946,4,0,39.03
Quake III: Revolution,210000.0,100000.0,80000.0,0.0,30000.0,84.0,7.5,2001-03-26,11193,362460,600,6029,1,3,0,0,604.1
Quantum Break,780000.0,420000.0,270000.0,20000.0,70000.0,71.5,6.2,2016-04-05,510,212243820,8473620,149922,909,31635,401,14,94.16
Quantum Conundrum,10000.0,0.0,10000.0,0.0,0.0,79.0,7.2,2012-07-10,2670,12808440,332220,142320,23,1176,22,0,174.23999999999995
Quantum Redshift,130000.0,90000.0,30000.0,0.0,0.0,70.0,7.4,2002-09-16,25480,780,180,8,1,2,0,0,4.33
R-Type Command,90000.0,70000.0,0.0,10000.0,20000.0,69.0,7.4,2008-05-06,13790,178920,9240,781,2,7,0,0,56.64
R-Type Final,190000.0,90000.0,70000.0,0.0,20000.0,79.0,8.6,2004-02-03,19794,36540,6120,41,1,20,0,0,5.97
R.B.I. Baseball 18,130000.0,120000.0,0.0,0.0,10000.0,32.0,4.6,2018-03-20,11993,289320,51600,962,5,103,0,0,5.61
R.U.S.E.,1030000.0,340000.0,520000.0,20000.0,130000.0,76.7,7.8,2010-09-07,10854,400260,158280,1206,8,626,0,0,7.67
RPG Maker,500000.0,110000.0,70000.0,290000.0,30000.0,66.0,8.0,2000-09-19,562,187106820,2800200,26726,39,5227,354,4,262.81
Rabbids Land,30000.0,10000.0,10000.0,0.0,0.0,52.0,5.3,2012-11-18,24056,4260,960,15,1,3,0,0,4.44
Rad Rodgers,40000.0,40000.0,0.0,0.0,0.0,66.5,5.4,2018-02-21,8216,914160,85500,2831,12,476,1,0,41.5
Radiant Historia,300000.0,190000.0,0.0,90000.0,20000.0,85.0,8.7,2011-02-22,3816,6447180,284460,11454,18,241,11,0,117.41
Rage,2920000.0,1290000.0,1190000.0,90000.0,350000.0,81.0,6.5,2011-10-04,1895,23850480,1933320,26399,70,6373,43,2,59.19
Ragnarok DS,220000.0,100000.0,0.0,110000.0,10000.0,53.0,5.2,2010-02-16,15817,102960,1080,1670,1,5,0,0,95.33
Ragnarok Odyssey,420000.0,200000.0,10000.0,160000.0,50000.0,66.0,7.8,2012-10-30,24669,2160,600,9,1,3,0,0,3.6
Ragnarok Odyssey Ace,40000.0,30000.0,0.0,0.0,10000.0,61.0,6.6,2014-04-01,21181,24960,8040,16,1,11,0,0,3.1
Raiden Fighters Aces,90000.0,60000.0,30000.0,0.0,10000.0,73.0,7.6,2009-05-07,23622,7140,600,42,1,5,0,0,11.9
Rail Simulator,10000.0,0.0,10000.0,0.0,0.0,72.0,6.9,2008-01-16,23871,5280,420,45,1,1,0,0,12.57
Railway Empire,30000.0,30000.0,0.0,0.0,0.0,77.0,6.8,2018-01-30,1420,39205920,965520,26792,56,2101,73,1,241.99
Rampage: Total Destruction,980000.0,680000.0,230000.0,0.0,80000.0,51.3,6.6,2006-04-24,22822,12180,1860,80,1,10,0,0,6.55
Rango: The Video Game,440000.0,200000.0,190000.0,0.0,50000.0,61.7,6.9,2011-03-01,14321,154560,840,618,1,5,0,0,184.0
Rapala Pro Fishing,360000.0,180000.0,140000.0,0.0,50000.0,59.0,8.7,2004-08-31,14535,145620,5460,276,4,30,0,0,71.80999999999997
Rare Replay,780000.0,420000.0,270000.0,10000.0,70000.0,84.0,8.0,2015-08-04,3482,7791180,1670280,8003,38,9196,13,0,24.630000000000006
Ratatouille,4210000.0,1890000.0,1310000.0,0.0,990000.0,63.1,6.8,2007-10-23,4952,3608400,161040,9165,12,302,6,0,66.18
Ratchet: Deadlocked,1240000.0,850000.0,30000.0,220000.0,140000.0,81.0,8.8,2005-10-25,3132,9612360,247860,108168,19,436,16,0,125.98
Rave Master,50000.0,0.0,0.0,50000.0,0.0,60.0,6.3,2005-03-08,24500,2640,180,41,1,2,0,0,14.67
Rayman 3,140000.0,100000.0,40000.0,0.0,0.0,83.0,7.4,2003-03-02,7625,1127340,41400,3236,11,191,1,0,109.56
Rayman 3: Hoodlum Havoc,460000.0,250000.0,170000.0,0.0,40000.0,75.5,8.5,2003-03-17,2835,11541240,779280,14209,26,1569,20,0,72.01
Rayman Arena,740000.0,400000.0,260000.0,0.0,80000.0,61.5,7.6,2002-09-24,8245,906540,25980,6800,6,86,1,0,109.59
Rayman Legends,3790000.0,940000.0,2360000.0,30000.0,470000.0,90.2,8.4,2014-02-18,1086,62416200,3123960,358562,118,24558,115,4,105.67
Rayman Origins,2590000.0,890000.0,1330000.0,10000.0,360000.0,83.8,7.9,2011-11-15,3352,8537820,911460,10144,34,4714,14,0,49.52
Rayman Raving Rabbids,1790000.0,1530000.0,100000.0,20000.0,140000.0,64.2,7.4,2006-11-14,4923,3648900,59040,15504,11,269,5,0,206.56
Rayman Raving Rabbids 2,2640000.0,1550000.0,830000.0,0.0,260000.0,62.0,7.6,2007-11-15,16160,93300,3780,501,3,28,0,0,85.79
Rayman: Hoodlum's Revenge,60000.0,50000.0,20000.0,0.0,0.0,61.0,6.0,2005-03-15,19083,43920,780,393,1,5,0,0,56.31
Raze's Hell,50000.0,40000.0,10000.0,0.0,0.0,71.0,8.1,2005-04-21,13682,183540,600,1579,2,5,0,0,385.38
ReCore,260000.0,160000.0,60000.0,10000.0,20000.0,63.0,6.7,2016-09-13,1313,45487380,3872220,59973,433,16507,83,4,43.24
Ready 2 Rumble Boxing: Round 2,810000.0,400000.0,310000.0,0.0,100000.0,75.0,7.3,2000-10-23,20055,34080,3060,266,1,18,0,0,11.14
Real Heroes: Firefighter,640000.0,560000.0,40000.0,0.0,50000.0,67.0,8.3,2009-08-04,9231,658320,2340,2553,1,9,1,0,281.33
Rebelstar: Tactical Command,50000.0,40000.0,10000.0,0.0,0.0,78.0,8.5,2005-09-06,11544,329580,1920,301,1,3,0,0,171.66
Record of Agarest War,200000.0,180000.0,0.0,10000.0,10000.0,71.0,6.2,2010-04-27,9336,640200,132780,179,7,201,0,0,12.23
Record of Agarest War 2,150000.0,90000.0,0.0,40000.0,10000.0,56.0,7.3,2012-06-26,18440,51720,10020,70,3,27,0,0,9.18
