,game,Watch_time,Stream_time,Peak_viewers,Peak_channels,Streamers,Average_viewers,Average_channels,Average_viewer_ratio,global_sales,na_sales,eu_sales,jp_sales,other_sales,meta_critic_score,meta_user_score,release_date
2765,pac-man and the ghostly adventures,21060,4800,133,1,22,0,0,4.39,220000.0,100000.0,90000.0,0.0,30000.0,52.7,5.0,2013-10-29
2766,top gun: combat zones,20820,180,195,1,2,0,0,115.67,920000.0,450000.0,350000.0,0.0,120000.0,63.0,3.3,2001-10-21
2767,tiger woods pga tour 2004,20760,8220,14,2,19,0,0,2.53,2410000.0,1770000.0,500000.0,0.0,120000.0,89.0,7.8,2003-09-22
2768,time crisis 4,20700,1440,185,1,10,0,0,14.38,830000.0,320000.0,320000.0,50000.0,140000.0,60.0,7.3,2007-11-20
2769,kenka bancho: badass rumble,20460,4980,53,2,20,0,0,8.23,290000.0,70000.0,0.0,200000.0,10000.0,70.0,7.5,2009-11-10
2770,echochrome,20340,1740,183,1,16,0,0,11.69,90000.0,0.0,10000.0,80000.0,0.0,79.0,7.9,2008-05-01
2771,street fighter alpha anthology,20340,2640,249,1,17,0,0,7.7,240000.0,110000.0,80000.0,20000.0,30000.0,79.0,8.2,2006-06-13
2772,art academy: lessons for everyone!,20220,3600,54,2,17,0,0,11.13,490000.0,200000.0,50000.0,210000.0,20000.0,81.0,7.6,2012-10-01
2773,knights contract,20220,4980,123,2,7,0,0,13.21,160000.0,90000.0,60000.0,0.0,20000.0,50.0,6.0,2011-02-22
2774,prince of persia: the fallen king,19740,900,37,1,2,0,0,21.93,70000.0,60000.0,0.0,0.0,0.0,64.0,6.0,2008-12-02
2775,race on,19740,1800,124,2,8,0,0,10.97,30000.0,0.0,30000.0,0.0,0.0,73.0,7.5,2009-10-05
2776,samurai shodown anthology,19680,900,107,2,6,0,0,39.0,60000.0,50000.0,0.0,0.0,0.0,74.0,8.2,2009-04-14
2777,spirit camera: the cursed memoir,19620,1080,60,1,3,0,0,18.17,250000.0,150000.0,20000.0,60000.0,20000.0,54.0,6.4,2012-04-13
2778,nerf n-strike,19560,360,323,1,1,0,0,54.33,1090000.0,910000.0,90000.0,0.0,90000.0,66.0,4.4,2008-10-28
2779,shaun white snowboarding,19440,4320,523,1,19,0,0,4.5,1810000.0,1050000.0,530000.0,10000.0,210000.0,64.3,7.1,2008-11-16
2780,project eden,19260,6840,28,2,13,0,0,6.04,90000.0,40000.0,30000.0,0.0,10000.0,71.0,7.9,2001-10-22
2781,socom 3: u.s. navy seals,19020,3300,43,2,8,0,0,5.76,1690000.0,1220000.0,340000.0,40000.0,100000.0,82.0,8.8,2005-10-11
2782,samurai warriors 2: empires,19020,6060,23,1,9,0,0,3.14,230000.0,30000.0,0.0,200000.0,0.0,54.0,8.0,2007-02-27
2783,woody woodpecker: escape from buzz buzzard park,18840,1200,95,1,6,0,0,15.7,50000.0,20000.0,20000.0,0.0,10000.0,64.0,6.3,2002-02-19
2784,serious sam advance,18840,1740,293,1,6,0,0,10.83,20000.0,20000.0,10000.0,0.0,0.0,51.0,7.2,2004-04-12
2785,alvin and the chipmunks,18720,900,106,2,6,0,0,33.2,120000.0,90000.0,30000.0,0.0,10000.0,31.5,4.5,2007-12-04
2786,football manager 2012,18600,5280,29,1,12,0,0,3.52,1500000.0,20000.0,1160000.0,0.0,320000.0,84.0,7.9,2011-10-21
2787,serious sam: next encounter,18540,3600,25,1,11,0,0,5.15,90000.0,60000.0,30000.0,0.0,10000.0,67.0,8.0,2004-04-22
2788,wwe road to wrestlemania x8,18360,600,299,1,5,0,0,30.6,270000.0,190000.0,70000.0,0.0,0.0,73.0,7.5,2002-10-23
2789,downforce,18360,660,150,1,4,0,0,27.82,50000.0,30000.0,20000.0,0.0,10000.0,69.0,7.8,2002-06-14
2790,nba live 15,18300,24300,23,2,106,0,0,0.75,470000.0,340000.0,60000.0,0.0,60000.0,56.0,6.4,2014-10-28
2791,major league baseball 2k7,18300,360,183,1,4,0,0,50.83,970000.0,900000.0,0.0,0.0,80000.0,76.5,5.9,2007-02-26
2792,naruto: uzumaki chronicles 2,18240,6480,20,1,24,0,0,2.81,580000.0,280000.0,220000.0,0.0,70000.0,52.0,7.2,2007-09-04
2793,spongebob squarepants featuring nicktoons: globs of doom,18240,7200,61,3,18,0,0,5.82,1150000.0,810000.0,220000.0,0.0,110000.0,69.5,5.6,2008-10-20
2794,spongebob squarepants featuring nicktoons: globs of doom,18240,7200,61,3,18,0,0,5.82,530000.0,490000.0,0.0,0.0,40000.0,47.0,5.6,2008-10-20
2795,age of empires: mythologies,18120,6000,23,2,32,0,0,3.02,210000.0,160000.0,30000.0,0.0,20000.0,78.0,7.0,2008-11-24
2796,nascar thunder 2003,18000,16920,12,1,7,0,0,1.06,1530000.0,840000.0,520000.0,0.0,170000.0,84.5,7.8,2002-09-29
2797,frontlines: fuel of war,18000,4020,40,1,17,0,0,4.48,560000.0,340000.0,150000.0,10000.0,50000.0,75.0,7.7,2008-02-25
2798,the outfit,17880,1440,59,1,3,0,0,12.42,250000.0,210000.0,20000.0,0.0,20000.0,70.0,7.6,2006-03-13
2799,wild earth: african safari,17820,480,270,2,3,0,0,134.5,130000.0,100000.0,20000.0,0.0,10000.0,60.0,7.2,2008-04-22
2800,teenage mutant ninja turtles: danger of the ooze,17820,1200,84,1,3,0,0,14.85,450000.0,220000.0,160000.0,0.0,60000.0,63.5,6.2,2014-10-28
2801,cabela's big game hunter: hunting party,17820,60,299,1,1,0,0,297.0,180000.0,160000.0,0.0,0.0,20000.0,80.0,5.0,2011-11-01
2802,silent scope,17700,1200,126,2,10,0,0,34.129999999999995,30000.0,20000.0,10000.0,0.0,0.0,70.0,8.0,2002-09-04
2803,dora the explorer: dora saves the snow princess,17640,240,127,1,2,0,0,73.5,560000.0,490000.0,20000.0,0.0,40000.0,47.0,7.0,2008-10-27
2804,fighter within,17580,2220,151,1,10,0,0,7.92,170000.0,80000.0,70000.0,0.0,10000.0,23.0,2.8,2013-11-19
2805,nhl 2005,17580,1080,54,1,7,0,0,16.28,680000.0,390000.0,210000.0,0.0,70000.0,75.7,6.7,2004-09-20
2806,ncaa football 06,17580,12840,20,2,7,0,0,1.37,970000.0,730000.0,210000.0,0.0,30000.0,87.0,7.9,2005-07-11
2807,astonishia story,17520,1620,22,1,1,0,0,10.81,30000.0,30000.0,0.0,0.0,0.0,48.0,5.5,2006-06-06
2808,nba live 06,17460,1620,106,1,4,0,0,10.78,930000.0,840000.0,40000.0,0.0,50000.0,71.5,6.2,2005-09-26
2809,minority report: everybody runs,17040,4680,48,2,11,0,0,8.42,610000.0,350000.0,190000.0,0.0,50000.0,52.3,6.0,2002-11-18
2810,deus ex: the conspiracy,16800,2040,52,1,5,0,0,8.24,210000.0,100000.0,80000.0,0.0,30000.0,81.0,8.9,2002-03-25
2811,puss in boots,16560,1260,56,1,2,0,0,13.14,440000.0,360000.0,40000.0,0.0,40000.0,68.0,7.3,2011-10-25
2812,operation darkness,16440,5580,76,1,7,0,0,2.95,70000.0,70000.0,0.0,0.0,10000.0,46.0,6.8,2008-06-24
2813,pirates of the caribbean: at world's end,16260,4380,27,2,26,0,0,3.71,2360000.0,1200000.0,780000.0,10000.0,370000.0,56.2,6.8,2007-05-22
2814,supreme ruler: cold war,16200,1080,28,1,2,0,0,15.0,30000.0,0.0,30000.0,0.0,0.0,63.0,6.7,2011-07-19
2815,kingdom of paradise,16140,5340,66,2,9,0,0,12.93,150000.0,140000.0,0.0,0.0,20000.0,72.0,7.5,2005-11-15
2816,star trek: shattered universe,15960,1200,126,1,4,0,0,13.3,100000.0,50000.0,40000.0,0.0,10000.0,42.0,8.3,2004-01-13
2817,shrek super party,15900,3840,43,2,21,0,0,9.0,470000.0,280000.0,150000.0,0.0,40000.0,34.3,6.2,2002-11-16
2818,sigma star saga,15840,1920,29,1,4,0,0,8.25,50000.0,40000.0,10000.0,0.0,0.0,68.0,8.5,2005-08-16
2819,forever kingdom,15780,1260,19,1,2,0,0,12.52,90000.0,20000.0,20000.0,40000.0,10000.0,64.0,8.4,2002-01-21
2820,dead head fred,15540,2940,70,2,6,0,0,10.04,40000.0,40000.0,0.0,0.0,0.0,75.0,7.4,2007-08-28
2821,prince of persia: revelations,15180,1260,38,1,3,0,0,12.05,210000.0,180000.0,10000.0,0.0,20000.0,65.0,8.0,2005-12-06
2822,the sims 2: apartment life,15060,5460,18,2,7,0,0,2.76,80000.0,0.0,80000.0,0.0,10000.0,75.0,7.6,2008-08-26
2823,drone tactics,14940,1020,139,1,3,0,0,14.65,20000.0,10000.0,0.0,0.0,0.0,74.0,7.4,2008-05-12
2824,nail'd,14520,2700,109,1,19,0,0,5.38,120000.0,80000.0,20000.0,0.0,20000.0,66.0,6.2,2010-11-30
2825,blacksite: area 51,14460,2880,30,1,11,0,0,5.02,650000.0,360000.0,240000.0,0.0,70000.0,59.0,6.2,2007-11-12
2826,project spark,14340,14640,11,2,70,0,0,0.98,170000.0,110000.0,50000.0,0.0,20000.0,73.0,6.9,2014-10-07
2827,inuyasha: a feudal fairy tale,14160,2580,24,1,13,0,0,5.49,110000.0,0.0,0.0,100000.0,10000.0,69.0,8.4,2003-04-10
2828,sega smash pack,14100,1020,103,1,6,0,0,13.82,320000.0,230000.0,80000.0,0.0,10000.0,60.0,5.2,2002-09-23
2829,tour de france 2014,14100,7800,141,2,22,0,0,1.81,40000.0,0.0,30000.0,0.0,10000.0,53.0,5.3,2014-06-20
2830,tiger woods pga tour 06,13980,1800,35,1,6,0,0,7.77,1890000.0,1560000.0,140000.0,0.0,170000.0,79.2,6.8,2005-09-20
2831,drawn to life: the next chapter,13980,4620,14,1,4,0,0,3.03,1400000.0,720000.0,530000.0,0.0,140000.0,65.0,6.9,2009-10-27
2832,touhou kobuto v: burst battle,13920,6240,23,3,27,0,0,2.23,90000.0,60000.0,20000.0,0.0,10000.0,40.0,4.2,2017-10-10
2833,sonic classic collection,13800,2280,25,1,16,0,0,6.05,1860000.0,940000.0,740000.0,0.0,180000.0,70.0,7.5,2010-03-02
2834,shaun white skateboarding,13740,2220,66,1,18,0,0,6.19,540000.0,350000.0,130000.0,0.0,50000.0,60.3,6.0,2010-10-24
2835,guild wars: nightfall,13740,5460,19,1,17,0,0,2.52,30000.0,0.0,20000.0,0.0,0.0,84.0,8.6,2006-10-26
2836,spore creatures,13680,3300,58,1,20,0,0,4.15,1070000.0,660000.0,300000.0,0.0,100000.0,65.0,6.8,2008-09-07
2837,rogue trooper,13620,9000,14,2,30,0,0,1.51,20000.0,10000.0,0.0,0.0,0.0,71.0,8.5,2006-05-23
2838,airblade,13440,1800,31,1,5,0,0,7.47,230000.0,110000.0,90000.0,0.0,30000.0,70.0,5.8,2002-01-28
2839,tim burton's the nightmare before christmas: the pumpkin king,13020,1500,40,1,3,0,0,8.68,140000.0,100000.0,40000.0,0.0,0.0,71.0,5.5,2005-10-10
2840,get on da mic,13020,120,151,1,1,0,0,108.5,150000.0,70000.0,60000.0,0.0,20000.0,49.0,6.3,2004-10-05
2841,tom clancy's rainbow six: rogue spear,12960,5640,30,1,10,0,0,2.3,110000.0,80000.0,30000.0,0.0,0.0,76.0,7.2,2002-03-18
2842,endless ocean,12900,2760,19,1,11,0,0,4.67,1060000.0,430000.0,460000.0,90000.0,90000.0,72.0,8.2,2008-01-21
2843,tao feng: fist of the lotus,12840,600,58,1,2,0,0,21.4,270000.0,210000.0,60000.0,0.0,10000.0,65.0,6.0,2003-03-18
2844,nascar: dirt to daytona,12780,3180,91,1,15,0,0,4.02,670000.0,350000.0,240000.0,0.0,70000.0,84.5,8.2,2002-11-11
2845,ridge racer 7,12780,7980,10,2,12,0,0,1.6,1370000.0,240000.0,700000.0,160000.0,260000.0,78.0,7.3,2006-11-13
2846,dragon ball z: harukanaru densetsu,12780,480,113,1,3,0,0,26.63,200000.0,190000.0,0.0,0.0,20000.0,57.0,6.7,2007-06-05
2847,rengoku: the tower of purgatory,12720,1860,18,1,2,0,0,6.84,110000.0,100000.0,0.0,0.0,10000.0,43.0,5.9,2005-04-26
2848,steel battalion: heavy armor,12720,540,60,1,2,0,0,23.56,130000.0,80000.0,20000.0,20000.0,10000.0,38.0,2.5,2012-06-19
2849,armed and dangerous,12660,1980,65,1,12,0,0,6.39,130000.0,90000.0,30000.0,0.0,0.0,79.0,7.0,2003-12-02
2850,dance dance revolution ultramix,12480,660,32,1,2,0,0,18.91,540000.0,420000.0,110000.0,0.0,20000.0,82.0,8.0,2003-11-20
2851,007 legends,12480,6960,17,2,24,0,0,1.79,340000.0,110000.0,170000.0,0.0,60000.0,41.0,4.1,2012-10-16
2852,power stone collection,12480,3120,109,1,12,0,0,4.0,100000.0,80000.0,0.0,0.0,10000.0,74.0,7.3,2006-10-31
2853,power rangers: s.p.d.,12480,1500,63,2,6,0,0,8.32,440000.0,310000.0,120000.0,0.0,10000.0,43.0,8.5,2005-09-08
2854,rampage: total destruction,12180,1860,80,1,10,0,0,6.55,980000.0,680000.0,230000.0,0.0,80000.0,51.3,6.6,2006-04-24
2855,madden nfl 2004,12180,4200,24,1,7,0,0,2.9,6630000.0,5500000.0,360000.0,10000.0,770000.0,85.3,7.5,2003-08-12
2856,ninja reflex,12120,300,105,1,1,0,0,40.4,120000.0,110000.0,0.0,0.0,10000.0,49.0,5.9,2008-03-04
2857,nascar the game: inside line,12000,780,52,1,4,0,0,15.38,200000.0,160000.0,0.0,0.0,30000.0,74.0,4.4,2012-11-06
2858,trinity universe,11940,6180,10,1,5,0,0,1.93,180000.0,70000.0,60000.0,30000.0,20000.0,62.0,7.5,2010-06-29
2859,gods eater burst,11880,7380,20,1,33,0,0,1.61,660000.0,30000.0,0.0,620000.0,0.0,71.0,8.0,2011-03-15
2860,syphon filter: the omega strain,11700,7200,10,1,10,0,0,1.63,760000.0,370000.0,290000.0,0.0,100000.0,65.0,7.1,2004-05-04
2861,mat hoffman's pro bmx,11580,2880,16,2,6,0,0,4.02,810000.0,490000.0,270000.0,0.0,40000.0,75.5,8.1,2001-05-14
2862,dreamworks super star kartz,11400,240,142,1,2,0,0,47.5,250000.0,140000.0,70000.0,0.0,30000.0,71.5,7.0,2011-11-15
2863,mortal kombat: unchained,11160,3660,153,1,10,0,0,3.05,740000.0,670000.0,10000.0,0.0,60000.0,70.0,8.6,2006-11-15
2864,pirates of black cove,11160,1560,38,1,7,0,0,7.15,10000.0,0.0,10000.0,0.0,0.0,56.0,5.8,2011-08-02
2865,battle engine aquila,11100,1200,101,1,5,0,0,9.25,30000.0,20000.0,10000.0,0.0,0.0,73.0,7.4,2003-01-19
2866,guitar hero: on tour,10920,1920,32,1,10,0,0,5.69,3460000.0,2100000.0,1010000.0,10000.0,350000.0,71.0,8.3,2008-06-22
2867,warriors: legends of troy,10920,660,183,2,4,0,0,21.8,250000.0,60000.0,90000.0,80000.0,20000.0,49.0,7.2,2011-03-08
2868,1 vs. 100,10800,720,26,1,2,0,0,15.0,90000.0,80000.0,0.0,0.0,10000.0,38.0,3.2,2008-06-30
2869,hot pixel,10740,360,43,1,1,0,0,29.83,30000.0,30000.0,0.0,0.0,0.0,55.0,7.0,2007-10-02
2870,legend of the dragon,10740,6540,9,2,26,0,0,1.64,90000.0,90000.0,0.0,0.0,0.0,37.5,5.0,2007-05-01
2871,shifters,10680,1080,65,2,3,0,0,14.19,50000.0,30000.0,20000.0,0.0,10000.0,37.0,5.9,2002-06-17
2872,hakuoki: demon of the fleeting blossom,10620,2040,33,1,4,0,0,5.21,100000.0,80000.0,0.0,0.0,10000.0,79.0,8.1,2012-02-14
2873,digimon all-star rumble,10500,420,71,1,1,0,0,25.0,160000.0,110000.0,30000.0,0.0,30000.0,52.0,5.6,2014-11-11
2874,vietcong: purple haze,10440,1140,105,1,6,0,0,9.16,260000.0,150000.0,90000.0,0.0,20000.0,52.5,6.4,2004-09-15
2875,conflict: desert storm,10320,4740,14,1,27,0,0,2.18,2520000.0,1520000.0,920000.0,0.0,80000.0,60.7,8.2,2002-09-30
2876,fantastic 4,10320,1140,55,1,6,0,0,9.05,1010000.0,800000.0,120000.0,0.0,90000.0,62.3,5.9,2005-06-27
2877,a witch's tale,10260,2040,86,1,4,0,0,5.03,110000.0,80000.0,0.0,30000.0,10000.0,50.0,7.0,2009-10-06
2878,culdcept saga,10140,5520,21,2,6,0,0,1.84,160000.0,120000.0,0.0,30000.0,10000.0,75.0,8.6,2008-02-05
2879,super monkey ball jr.,10020,1620,45,1,13,0,0,6.19,720000.0,510000.0,190000.0,0.0,10000.0,82.0,7.5,2002-11-19
2880,headhunter: redemption,10020,1020,18,1,2,0,0,9.82,60000.0,40000.0,10000.0,0.0,0.0,60.5,7.1,2004-09-21
2881,brunswick pro bowling,9840,5160,21,1,12,0,0,1.91,590000.0,540000.0,10000.0,0.0,50000.0,65.5,6.4,2007-08-21
2882,sing party,9720,2580,57,2,15,0,0,3.77,300000.0,150000.0,130000.0,0.0,30000.0,60.0,5.5,2012-11-18
2883,final fantasy chronicles,9720,3360,58,1,7,0,0,2.89,520000.0,290000.0,200000.0,0.0,30000.0,89.0,9.1,2001-06-29
2884,nfl head coach,9600,1500,30,1,2,0,0,6.4,570000.0,470000.0,40000.0,0.0,60000.0,67.5,7.0,2006-06-20
2885,hysteria hospital: emergency ward,9420,420,43,1,1,0,0,22.43,50000.0,50000.0,0.0,0.0,0.0,53.0,6.0,2009-06-16
2886,universe at war: earth assault,9360,3000,12,1,11,0,0,3.12,100000.0,90000.0,10000.0,0.0,10000.0,66.0,8.8,2008-03-25
2887,naruto: clash of ninja revolution,9360,900,132,1,9,0,0,10.4,1020000.0,440000.0,460000.0,0.0,110000.0,74.0,7.9,2007-10-23
2888,cloudy with a chance of meatballs,9360,900,23,1,4,0,0,10.4,110000.0,100000.0,0.0,0.0,10000.0,68.0,5.3,2009-09-15
2889,cloudy with a chance of meatballs,9360,900,23,1,4,0,0,10.4,190000.0,160000.0,10000.0,0.0,20000.0,64.0,6.2,2009-09-15
2890,monster lab,9300,240,150,1,2,0,0,38.75,310000.0,270000.0,20000.0,0.0,20000.0,73.0,8.6,2008-11-04
2891,warhammer: battle march,9300,2100,15,1,4,0,0,4.43,110000.0,90000.0,20000.0,0.0,10000.0,55.0,7.3,2008-09-02
2892,smarty pants,9180,540,129,1,4,0,0,17.0,1430000.0,520000.0,750000.0,0.0,160000.0,65.0,7.5,2007-11-13
2893,the great escape,9180,720,67,1,4,0,0,12.75,200000.0,100000.0,70000.0,0.0,20000.0,57.0,8.0,2003-07-23
2894,power rangers: ninja storm,9120,780,131,1,3,0,0,11.69,330000.0,240000.0,90000.0,0.0,10000.0,55.0,7.7,2003-09-05
2895,elven legacy,9060,1380,15,1,3,0,0,6.57,40000.0,40000.0,0.0,0.0,0.0,71.0,7.1,2009-04-07
2896,motocross mania 3,9060,300,154,1,3,0,0,30.2,20000.0,10000.0,0.0,0.0,0.0,38.0,3.6,2005-04-27
2897,stuart little 3: big photo adventure,9000,2640,9,1,6,0,0,3.41,80000.0,40000.0,30000.0,0.0,10000.0,71.0,7.9,2005-11-14
2898,midnight club: street racing,8940,3360,20,1,7,0,0,2.66,3110000.0,2340000.0,600000.0,20000.0,150000.0,64.0,6.4,2000-10-25
2899,ford racing,8940,1140,17,1,3,0,0,7.84,860000.0,480000.0,330000.0,0.0,60000.0,53.0,5.8,2001-03-06
2900,ultimate mortal kombat,8160,1140,43,1,9,0,0,7.16,90000.0,70000.0,10000.0,0.0,10000.0,73.0,8.3,2007-11-12
2901,colin mcrae rally 04,7740,1500,21,1,7,0,0,5.16,100000.0,80000.0,20000.0,0.0,0.0,84.0,8.1,2004-03-04
2902,gadget racers,7320,2040,11,1,8,0,0,3.59,80000.0,40000.0,30000.0,0.0,10000.0,67.0,7.4,2001-08-21
2903,crimson gem saga,7320,1440,37,1,6,0,0,5.08,60000.0,60000.0,0.0,0.0,0.0,78.0,7.6,2009-05-26
2904,fairytale fights,7200,1080,54,1,9,0,0,6.67,340000.0,250000.0,60000.0,0.0,30000.0,52.0,5.9,2009-10-27
2905,raiden fighters aces,7140,600,42,1,5,0,0,11.9,90000.0,60000.0,30000.0,0.0,10000.0,73.0,7.6,2009-05-07
2906,dewy's adventure,7020,720,17,1,2,0,0,9.75,160000.0,140000.0,0.0,10000.0,10000.0,67.0,6.3,2007-09-25
2907,painkiller: hell wars,6780,960,30,1,5,0,0,7.06,40000.0,30000.0,10000.0,0.0,0.0,68.0,7.6,2006-07-24
2908,commander: conquest of the americas,6660,1740,10,1,12,0,0,3.83,30000.0,0.0,20000.0,0.0,0.0,68.0,5.3,2010-07-30
2909,carnival island,6480,660,16,1,1,0,0,9.82,230000.0,130000.0,60000.0,0.0,40000.0,66.0,5.2,2011-11-15
2910,mario vs. donkey kong: tipping stars,6240,1080,13,1,5,0,0,5.78,100000.0,0.0,0.0,100000.0,0.0,70.0,7.4,2015-03-05
2911,dragon ball z: supersonic warriors 2,6120,420,34,1,1,0,0,14.57,490000.0,130000.0,20000.0,320000.0,20000.0,66.0,7.5,2005-11-20
2912,marvel trading card game,5820,660,59,1,2,0,0,8.82,120000.0,110000.0,0.0,0.0,10000.0,61.0,5.1,2007-05-22
2913,metal slug 7,5640,900,50,3,7,0,0,6.27,140000.0,120000.0,0.0,10000.0,10000.0,70.0,7.6,2008-11-18
2914,naruto: clash of ninja revolution 2,5520,1020,40,1,8,0,0,5.41,380000.0,340000.0,20000.0,0.0,30000.0,72.0,8.3,2008-10-21
2915,nanostray,5400,240,38,1,1,0,0,22.5,60000.0,50000.0,0.0,0.0,0.0,71.0,7.7,2005-07-19
2916,mx unleashed,5280,1320,10,1,4,0,0,4.0,2360000.0,1280000.0,810000.0,0.0,270000.0,80.5,8.7,2004-02-17
2917,rail simulator,5280,420,45,1,1,0,0,12.57,10000.0,0.0,10000.0,0.0,0.0,72.0,6.9,2008-01-16
2918,phineas and ferb: across the 2nd dimension,5160,1020,24,1,3,0,0,5.06,900000.0,500000.0,300000.0,0.0,100000.0,69.5,7.8,2011-08-02
2919,nobunaga's ambition: iron triangle,5100,960,10,1,1,0,0,5.31,90000.0,40000.0,30000.0,0.0,10000.0,76.0,8.4,2009-01-27
2920,monster house,5040,1320,32,1,9,0,0,3.82,230000.0,130000.0,70000.0,0.0,20000.0,64.0,7.2,2006-07-18
2921,battlefield 2: modern combat,5040,1140,11,2,7,0,0,4.42,1410000.0,1110000.0,180000.0,10000.0,110000.0,79.0,7.9,2005-10-24
2922,roadkill,5040,720,28,1,2,0,0,7.0,280000.0,160000.0,100000.0,0.0,20000.0,67.7,7.6,2003-10-13
2923,iridion ii,4980,1320,25,1,6,0,0,3.77,130000.0,90000.0,30000.0,0.0,0.0,78.0,8.3,2003-05-29
2924,sega rally revo,4980,1440,14,1,7,0,0,3.46,1350000.0,220000.0,870000.0,0.0,260000.0,75.0,7.4,2007-10-09
2925,onechanbara: bikini zombie slayers,4980,1440,47,1,7,0,0,3.46,120000.0,110000.0,0.0,0.0,10000.0,55.0,8.0,2009-02-10
2926,supercar street challenge,4980,480,14,1,1,0,0,10.38,1120000.0,550000.0,430000.0,0.0,140000.0,57.0,7.2,2001-10-22
2927,samurai shodown sen,4920,1020,18,1,5,0,0,4.82,80000.0,70000.0,10000.0,0.0,10000.0,46.0,5.1,2010-03-30
2928,disney's stitch: experiment 626,4860,540,15,1,2,0,0,9.0,310000.0,150000.0,120000.0,0.0,40000.0,59.0,7.9,2002-06-19
2929,amped 3,4800,1020,10,1,6,0,0,4.71,160000.0,130000.0,20000.0,0.0,10000.0,72.0,7.1,2005-11-16
2930,dance factory,4740,300,22,1,1,0,0,15.8,30000.0,20000.0,10000.0,0.0,0.0,56.0,6.0,2006-08-29
2931,alfa romeo racing italiano,4740,1140,17,1,2,0,0,4.16,10000.0,10000.0,10000.0,0.0,0.0,79.0,6.8,2006-03-16
2932,silpheed: the lost planet,4680,600,35,1,3,0,0,7.8,70000.0,30000.0,30000.0,0.0,10000.0,72.0,7.8,2001-04-23
2933,shinobido 2: revenge of zen,4560,120,74,1,1,0,0,38.0,160000.0,50000.0,60000.0,20000.0,30000.0,55.0,6.5,2012-02-21
2934,conduit 2,4560,1260,8,1,6,0,0,3.62,120000.0,70000.0,40000.0,0.0,10000.0,64.0,7.6,2011-04-19
2935,praetorians,4320,1140,33,1,7,0,0,3.79,40000.0,0.0,40000.0,0.0,0.0,78.0,7.8,2003-03-10
2936,rabbids land,4260,960,15,1,3,0,0,4.44,30000.0,10000.0,10000.0,0.0,0.0,52.0,5.3,2012-11-18
2937,blood wake,4140,600,25,1,4,0,0,6.9,570000.0,430000.0,120000.0,0.0,20000.0,71.0,7.6,2001-12-25
2938,dynasty warriors advance,4080,720,12,1,3,0,0,5.67,110000.0,80000.0,30000.0,0.0,0.0,56.0,8.5,2005-08-29
2939,robin hood: defender of the crown,3960,1080,21,1,5,0,0,3.67,190000.0,90000.0,70000.0,0.0,20000.0,59.0,5.6,2003-09-30
2940,football manager 2011,3960,360,36,1,3,0,0,11.0,1260000.0,0.0,1010000.0,0.0,240000.0,85.0,8.3,2010-11-09
2941,stunt gp,3960,720,14,1,2,0,0,5.5,50000.0,20000.0,20000.0,0.0,10000.0,49.0,8.4,2001-11-13
2942,bleach: the blade of fate,3900,780,34,1,3,0,0,5.0,450000.0,290000.0,10000.0,120000.0,30000.0,83.0,7.4,2007-10-09
2943,monster madness: battle for suburbia,3840,960,22,1,6,0,0,4.0,110000.0,100000.0,0.0,0.0,10000.0,55.0,5.2,2007-06-12
2944,space invaders extreme 2,3840,420,20,1,1,0,0,9.14,190000.0,170000.0,10000.0,0.0,10000.0,82.0,7.1,2009-10-20
2945,disney sing it,3780,660,17,1,4,0,0,5.73,2020000.0,1450000.0,380000.0,0.0,180000.0,59.0,5.2,2008-10-21
2946,tribes: aerial assault,3720,300,21,1,1,0,0,12.4,230000.0,110000.0,90000.0,0.0,30000.0,73.0,8.8,2002-09-23
2947,space invaders revolution,3660,180,55,1,1,0,0,20.33,10000.0,10000.0,0.0,0.0,0.0,49.0,5.2,2005-09-20
2948,nba 2k2,3600,840,19,1,6,0,0,4.29,1540000.0,830000.0,520000.0,10000.0,160000.0,89.7,7.6,2002-01-12
2949,tenchu: return from darkness,3540,840,10,1,4,0,0,4.21,210000.0,160000.0,50000.0,0.0,10000.0,70.0,6.5,2004-03-10
2950,rio,3300,300,48,1,2,0,0,11.0,280000.0,180000.0,70000.0,0.0,20000.0,71.0,7.4,2011-04-12
2951,tornado outbreak,3240,300,27,1,1,0,0,10.8,270000.0,240000.0,0.0,0.0,30000.0,67.3,7.9,2009-09-29
2952,soul bubbles,3000,180,44,1,2,0,0,16.67,80000.0,50000.0,20000.0,0.0,10000.0,78.0,8.0,2008-06-10
2953,dynasty warriors 4: xtreme legends,3000,600,10,1,3,0,0,5.0,860000.0,170000.0,130000.0,510000.0,40000.0,72.0,8.3,2003-11-04
2954,wartech: senko no ronde,3000,660,14,1,2,0,0,4.55,40000.0,40000.0,0.0,0.0,0.0,60.0,6.1,2007-05-29
2955,coded arms: contagion,2760,240,18,1,1,0,0,11.5,60000.0,50000.0,0.0,0.0,10000.0,56.0,6.8,2007-09-18
2956,blowout,2760,660,9,1,4,0,0,4.18,230000.0,110000.0,90000.0,0.0,30000.0,58.0,6.2,2003-11-10
2957,tom clancy's ghost recon 2: summit strike,2760,660,11,1,2,0,0,4.18,390000.0,290000.0,80000.0,0.0,10000.0,84.0,7.0,2005-08-02
2958,nascar thunder 2004,2700,540,30,1,5,0,0,5.0,1310000.0,710000.0,460000.0,0.0,150000.0,86.5,8.2,2003-09-16
2959,rave master,2640,180,41,1,2,0,0,14.67,50000.0,0.0,0.0,50000.0,0.0,60.0,6.3,2005-03-08
